18:54:42 loading pretrained, weights/198_efficientnet-b5_f1_test/ckpt20.pth ...
18:59:58 STREAM b'IDAT' 41 8192
18:59:58 STREAM b'IHDR' 16 13
18:59:58 STREAM b'IDAT' 41 8192
18:59:58 STREAM b'IHDR' 16 13
18:59:58 STREAM b'IDAT' 41 8192
18:59:58 STREAM b'IHDR' 16 13
18:59:58 STREAM b'IDAT' 41 8192
18:59:58 STREAM b'IHDR' 16 13
18:59:58 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
18:59:59 STREAM b'IHDR' 16 13
18:59:59 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:00 STREAM b'IHDR' 16 13
19:00:00 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:01 STREAM b'IHDR' 16 13
19:00:01 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:02 STREAM b'IHDR' 16 13
19:00:02 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:03 STREAM b'IHDR' 16 13
19:00:03 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:04 STREAM b'IHDR' 16 13
19:00:04 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:05 STREAM b'IHDR' 16 13
19:00:05 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:06 STREAM b'IHDR' 16 13
19:00:06 STREAM b'IDAT' 41 8192
19:00:07 STREAM b'IHDR' 16 13
19:00:07 STREAM b'IDAT' 41 8192
19:00:07 STREAM b'IHDR' 16 13
19:00:07 STREAM b'IDAT' 41 8192
19:00:07 STREAM b'IHDR' 16 13
19:00:07 STREAM b'IDAT' 41 8192
19:00:08 STREAM b'IHDR' 16 13
19:00:08 STREAM b'IDAT' 41 8192
19:00:08 STREAM b'IHDR' 16 13
19:00:08 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:09 STREAM b'IHDR' 16 13
19:00:09 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:10 STREAM b'IHDR' 16 13
19:00:10 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:11 STREAM b'IHDR' 16 13
19:00:11 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:12 STREAM b'IHDR' 16 13
19:00:12 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:13 STREAM b'IHDR' 16 13
19:00:13 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:14 STREAM b'IHDR' 16 13
19:00:14 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:15 STREAM b'IHDR' 16 13
19:00:15 STREAM b'IDAT' 41 8192
19:00:16 STREAM b'IHDR' 16 13
19:00:16 STREAM b'IDAT' 41 8192
19:00:16 STREAM b'IHDR' 16 13
19:00:16 STREAM b'IDAT' 41 8192
19:00:16 STREAM b'IHDR' 16 13
19:00:16 STREAM b'IDAT' 41 8192
19:00:16 STREAM b'IHDR' 16 13
19:00:16 STREAM b'IDAT' 41 8192
19:00:17 STREAM b'IHDR' 16 13
19:00:17 STREAM b'IDAT' 41 8192
19:00:17 STREAM b'IHDR' 16 13
19:00:17 STREAM b'IDAT' 41 8192
19:00:17 STREAM b'IHDR' 16 13
19:00:17 STREAM b'IDAT' 41 8192
19:00:17 STREAM b'IHDR' 16 13
19:00:17 STREAM b'IDAT' 41 8192
19:00:17 STREAM b'IHDR' 16 13
19:00:17 STREAM b'IDAT' 41 8192
19:00:17 STREAM b'IHDR' 16 13
19:00:17 STREAM b'IDAT' 41 8192
19:00:17 STREAM b'IHDR' 16 13
19:00:17 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:18 STREAM b'IHDR' 16 13
19:00:18 STREAM b'IDAT' 41 8192
19:00:19 STREAM b'IHDR' 16 13
19:00:19 STREAM b'IDAT' 41 8192
19:00:19 STREAM b'IHDR' 16 13
19:00:19 STREAM b'IDAT' 41 8192
19:00:19 STREAM b'IHDR' 16 13
19:00:19 STREAM b'IDAT' 41 8192
19:00:19 STREAM b'IHDR' 16 13
19:00:19 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:20 STREAM b'IHDR' 16 13
19:00:20 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:21 STREAM b'IHDR' 16 13
19:00:21 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:22 STREAM b'IHDR' 16 13
19:00:22 STREAM b'IDAT' 41 8192
19:00:23 STREAM b'IHDR' 16 13
19:00:23 STREAM b'IDAT' 41 8192
19:00:23 STREAM b'IHDR' 16 13
19:00:23 STREAM b'IDAT' 41 8192
19:00:23 STREAM b'IHDR' 16 13
19:00:23 STREAM b'IDAT' 41 8192
19:00:23 STREAM b'IHDR' 16 13
19:00:23 STREAM b'IDAT' 41 8192
19:00:23 STREAM b'IHDR' 16 13
19:00:23 STREAM b'IDAT' 41 8192
19:00:23 STREAM b'IHDR' 16 13
19:00:23 STREAM b'IDAT' 41 8192
19:00:23 STREAM b'IHDR' 16 13
19:00:23 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:24 STREAM b'IHDR' 16 13
19:00:24 STREAM b'IDAT' 41 8192
19:00:25 STREAM b'IHDR' 16 13
19:00:25 STREAM b'IDAT' 41 8192
19:00:25 STREAM b'IHDR' 16 13
19:00:25 STREAM b'IDAT' 41 8192
19:00:25 STREAM b'IHDR' 16 13
19:00:25 STREAM b'IDAT' 41 8192
19:00:25 STREAM b'IHDR' 16 13
19:00:25 STREAM b'IDAT' 41 8192
19:00:25 STREAM b'IHDR' 16 13
19:00:25 STREAM b'IDAT' 41 8192
19:00:25 STREAM b'IHDR' 16 13
19:00:25 STREAM b'IDAT' 41 8192
19:00:25 STREAM b'IHDR' 16 13
19:00:25 STREAM b'IDAT' 41 8192
19:00:26 STREAM b'IHDR' 16 13
19:00:26 STREAM b'IDAT' 41 8192
19:00:26 STREAM b'IHDR' 16 13
19:00:26 STREAM b'IDAT' 41 8192
19:00:26 STREAM b'IHDR' 16 13
19:00:26 STREAM b'IDAT' 41 8192
19:00:26 STREAM b'IHDR' 16 13
19:00:26 STREAM b'IDAT' 41 8192
19:00:26 STREAM b'IHDR' 16 13
19:00:26 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:27 STREAM b'IHDR' 16 13
19:00:27 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:28 STREAM b'IHDR' 16 13
19:00:28 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:29 STREAM b'IHDR' 16 13
19:00:29 STREAM b'IDAT' 41 8192
19:00:30 STREAM b'IHDR' 16 13
19:00:30 STREAM b'IDAT' 41 8192
19:00:30 STREAM b'IHDR' 16 13
19:00:30 STREAM b'IDAT' 41 8192
19:00:30 STREAM b'IHDR' 16 13
19:00:30 STREAM b'IDAT' 41 8192
19:00:30 STREAM b'IHDR' 16 13
19:00:30 STREAM b'IDAT' 41 8192
19:00:30 STREAM b'IHDR' 16 13
19:00:30 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:31 STREAM b'IHDR' 16 13
19:00:31 STREAM b'IDAT' 41 8192
19:00:32 STREAM b'IHDR' 16 13
19:00:32 STREAM b'IDAT' 41 8192
19:00:32 STREAM b'IHDR' 16 13
19:00:32 STREAM b'IDAT' 41 8192
19:00:32 STREAM b'IHDR' 16 13
19:00:32 STREAM b'IDAT' 41 8192
19:00:32 STREAM b'IHDR' 16 13
19:00:32 STREAM b'IDAT' 41 8192
19:00:32 STREAM b'IHDR' 16 13
19:00:32 STREAM b'IDAT' 41 8192
19:00:32 STREAM b'IHDR' 16 13
19:00:32 STREAM b'IDAT' 41 8192
19:00:32 STREAM b'IHDR' 16 13
19:00:32 STREAM b'IDAT' 41 8192
19:00:33 STREAM b'IHDR' 16 13
19:00:33 STREAM b'IDAT' 41 8192
19:00:33 STREAM b'IHDR' 16 13
19:00:33 STREAM b'IDAT' 41 8192
19:00:33 STREAM b'IHDR' 16 13
19:00:33 STREAM b'IDAT' 41 8192
19:00:33 STREAM b'IHDR' 16 13
19:00:33 STREAM b'IDAT' 41 8192
19:00:33 STREAM b'IHDR' 16 13
19:00:33 STREAM b'IDAT' 41 8192
19:00:33 STREAM b'IHDR' 16 13
19:00:33 STREAM b'IDAT' 41 8192
19:00:35 base: QWK: 0.7272 | ACC: 0.4162 | TPR: 0.4013 | PPV: 0.4043
19:00:35 Class TPR: {0: 0.4871, 1: 0.2539, 2: 0.2976, 3: 0.6794, 4: 0.2887}
19:00:35 Class PPV: {0: 0.926, 1: 0.0936, 2: 0.4294, 3: 0.1218, 4: 0.451}
19:00:35 lr: 5e-05
19:00:35 Starting epoch: 0 | phase: val | 19:00:35
19:00:35 STREAM b'IHDR' 16 13
19:00:35 STREAM b'IDAT' 41 8192
19:00:35 STREAM b'IHDR' 16 13
19:00:35 STREAM b'IDAT' 41 8192
19:00:35 STREAM b'IHDR' 16 13
19:00:35 STREAM b'IDAT' 41 8192
19:00:35 STREAM b'IHDR' 16 13
19:00:35 STREAM b'IDAT' 41 8192
19:00:35 STREAM b'IHDR' 16 13
19:00:35 STREAM b'IDAT' 41 8192
19:00:36 STREAM b'IHDR' 16 13
19:00:36 STREAM b'IDAT' 41 8192
19:00:36 STREAM b'IHDR' 16 13
19:00:36 STREAM b'IDAT' 41 8192
19:00:36 STREAM b'IHDR' 16 13
19:00:36 STREAM b'IDAT' 41 8192
